Status,Max Seats,Seats Available,WL Available,CRN,Course,Title,Credit Hours,Instructor,Materials,Book Title and Edition,Author,ISBN,Copyright Year,Publisher
Distance Learning,25,10,0,81898,"=""PAD 6227""",Public Budgeting,3,"Lee, R.",Required Material,Budgeting Guide for Local Government Edition: 3rd,Bland,9780873267670,2013,International City County Management Association
Distance Learning,25,17,0,81899,"=""PAD 6327""",Sem in Program Plan & Evaluat,3,"Reiners, D.",Required Material,Program Planning & Evaluation for Public Manager Edition: 4th,Sylvia,9781577667780,2012,"Waveland Press, Incorporated"
Distance Learning,25,3,0,81900,"=""PAD 6365""",Public Policy,3,"Reiners, D.",Required Material,A Practical Guide for Policy Analysis: The Eightfold Path to More Effective Problem Solving Edition: 5th,Bardach,9781483359472,2016,"Sage Publications, Incorporated"
Distance Learning,25,3,0,81900,"=""PAD 6365""",Public Policy,3,"Reiners, D.",Required Material,Intro to Public Policy Edition: N/A,Wheelan,9780393926651,2011,"W. W. Norton & Company, Incorporated"
Distance Learning,25,2,0,81901,"=""PAD 6417""",Public Personnel Admin,3,"Lee, R.",Required Material,Budgeting Guide for Local Government Edition: 3rd,Bland,9780873267670,2013,International City County Management Association
Distance Learning,25,2,0,81901,"=""PAD 6417""",Public Personnel Admin,3,"Lee, R.",Required Material,Human Resources Mgmt for Public & Nonprofit Org Edition: 4th,Pynes,9781118398623,2013,"John Wiley & Sons, Incorporated"
Distance Learning,25,2,0,83328,"=""PAD 6434""",Administrative Leadership,3,"Bergerson, P.",Required Material,Leadership Edition: 4th,Northouse,9781412941617,2007,"Sage Publications, Incorporated"
Distance Learning,25,16,0,81903,"=""PAD 6708""",Research Methods & Analysis,3,"Pavelka, S.",Required Material,SPSS Companion to Political Analysis (w/CD) Edition: 4th,Pollock,9781608716876,2012,"CQ PRESS, c/o SAGE"
Distance Learning,25,16,0,81903,"=""PAD 6708""",Research Methods & Analysis,3,"Pavelka, S.",Required Material,Essen of Political Analysis (TEXT ONLY) Edition: 5th,Pollock,9781506305837,2016,"CQ PRESS, c/o SAGE"
Distance Learning,25,16,0,81957,"=""PAD 6961""",Capstone Seminar,3,"Banyan, M.",Required Material,Case Study Research Methods Edition: N/A,GILLHAM,9780826447968,2000,Bloomsbury Academic
Closed,20,0,0,82554,"=""PAS 6002""",Medical Communications,2,"Robbins, H.",Required Material,Medical Interview Edition: 5th,Coulehan,9780803612464,2006,F. A. Davis Company
Closed,20,0,0,82554,"=""PAS 6002""",Medical Communications,2,"Robbins, H.",Required Material,Guide to Clinical Documentation Edition: N/A,Sullivan,9780803625839,2012,F. A. Davis Company
On Campus,20,1,0,83083,"=""PAS 6005""",Behavioral Medicine,2,"Hawkes, R.",Required Material,Kaplan & Sadock's Synopsis of Psych (w/Bind-In Access) Edition: 11th,Sadock,9781609139711,2015,Lippincott Williams & Wilkins
Closed,20,0,0,82555,"=""PAS 6010""",Clinical Medicine I,4,"Mullins, K.",Required Material,"CURRENT Medical Diagnosis & Treatment 2018, 57e Edition: N/A",Rabow,9781259861482,2018,McGraw-Hill
On Campus,20,1,0,83084,"=""PAS 6013""",Evidence-based Medicine,2,"Gupta, J.",Required Material,Evidenced-Based Practice for Health Professionals (w/Access) Edition: N/A,Howlett,9781449652777,2014,Jones & Bartlett Learning
On Campus,20,1,0,83086,"=""PAS 6021""",Public Health,1,"Kahar, P.",Required Material,Essen of Public Health (w/Access) Edition: 3rd,Turnock,9781284069358,2016,Jones & Bartlett Learning
Closed,20,0,0,82557,"=""PAS 6025""",Human Physiology,3,"Barthel, H.",Required Material,Physiology Edition: 6th,Costanzo,9780323478816,2017,Elsevier - Health Sciences Division
On Campus,20,1,0,83087,"=""PAS 6032C""",Clinical Skills II,1,"Robbins, H.",Required Material,Basic Life Support (BLS) Provider Manual 15-1010 Edition: N/A,Aha,9781616694074,2016,"CHANNING L. BETE CO., INC."
On Campus,20,1,0,83088,"=""PAS 6035""",Medical Genetics,2,"Lucas, M.",Required Material,Essen of Medical Genetics for Health Professionals Edition: N/A,Martin,9780763759605,2011,Jones & Bartlett Learning
Closed,10,0,0,82558,"=""PAS 6036C""",Physical Diagnosis I,2,"Robbins, H.",Required Material,Bates' Guide 12e & Bates' Visual Guide 18 Vols Pkg Edition: N/A,Bickley,9781496370266,2017,Lippincott Williams & Wilkins (Use for Ebook)
Closed,10,0,0,82817,"=""PAS 6036C""",Physical Diagnosis I,2,"Robbins, H.",Required Material,Bates' Guide 12e & Bates' Visual Guide 18 Vols Pkg Edition: N/A,Bickley,9781496370266,2017,Lippincott Williams & Wilkins (Use for Ebook)
Closed,20,0,0,82559,"=""PAS 6050""",Intro to PA Practice,2,"Guzman, N.",Required Material,Physician Assistant: a Guide to Clinical Practice(w/Bind-In Acc) Edition: 6th,Ballweg,9780323401128,2017,Elsevier - Health Sciences Division
Closed,32,0,15,80979,"=""PCB 3023C""",Cell Biology,4,"Hernandez-Rodriguez, Y.",Recommended Material,Becker's World of the Cell MasteringBiology Standalone Access Card Edition: 9th,Hardin,9780134145716,2016,Pearson
Closed,32,0,0,80977,"=""PCB 3023C""",Cell Biology,4,"Isern, S.",Required Material,Essen Cell Biology Edition: 4th,Alberts,9780815344544,2014,"W. W. Norton & Company, Incorporated"
Closed,32,0,0,83342,"=""PCB 3023C""",Cell Biology,4,"Isern, S.",Required Material,Essen Cell Biology Edition: 4th,Alberts,9780815344544,2014,"W. W. Norton & Company, Incorporated"
Closed,36,0,10,81240,"=""PCB 3043C""",General Ecology,3,"Lefevre, K.",Required Material,Essen of Ecology Edition: 4th,Begon,9780470909133,2014,"Blackwell Publishing, Incorporated"
Closed,32,-1,0,82021,"=""PCB 3043C""",General Ecology,3,"Cross, R.",Required Material,Elements of Ecology (Text Only) Edition: 9th,Smith,9780321934185,2015,Pearson
Closed,36,-2,10,82813,"=""PCB 3043C""",General Ecology,3,"Lefevre, K.",Required Material,Essen of Ecology Edition: 4th,Begon,9780470909133,2014,"Blackwell Publishing, Incorporated"
Closed,32,-2,15,80983,"=""PCB 3043C""",General Ecology,3,"Cross, R.",Required Material,Elements of Ecology (Text Only) Edition: 9th,Smith,9780321934185,2015,Pearson
Closed,38,0,10,83465,"=""PCB 3043C""",General Ecology,3,"Thomas, S.",Required Material,Ecology (w/out Connect Plus AccessCode) Edition: 7th,Molles,9780077837280,2015,McGraw-Hill
On Campus,32,1,15,80992,"=""PCB 3063C""",Genetics,4,"Cruz-Alvarez, M.",Required Material,GENETIC ANALYS ALC&S/G&S/M GEN Edition: N/A,Sanders,9780134099583,2015,Pearson
Closed,32,0,15,80993,"=""PCB 3063C""",Genetics,4,"Hernandez-Rodriguez, Y.",Recommended Material,Genetic Analysis (Mod MstrgGenetics Standalone Access Card) Edition: 2nd,Sanders,9780133999006,2015,Pearson
On Campus,32,1,0,80994,"=""PCB 3063C""",Genetics,4,"Croshaw, D.",Required Material,MasteringGenetics with Pearson EText -- Standalone Access Card -- for Genetic Analysis Edition: 3rd,Sanders,9780134839561,,Pearson Education
On Campus,32,1,0,80994,"=""PCB 3063C""",Genetics,4,"Croshaw, D.",Recommended Material,Genetic Analysis (SG/SSM) Edition: 3rd,Sanders,9780134832258,2019,Benjamin-Cummings Publishing Company
Closed,31,-1,15,80990,"=""PCB 3063C""",Genetics,4,"Horn, J.",Required Material,GENETIC ANALYS ALC&S/G&S/M GEN Edition: N/A,Sanders,9780134099583,2015,Pearson
On Campus,35,11,15,82011,"=""PCB 3673C""",Evolutionary Biology,3,"Goebel, A.",Required Material,Evolutionary Analysis Edition: 4th,Freeman,9780132275842,2007,Pearson
On Campus,35,11,15,82011,"=""PCB 3673C""",Evolutionary Biology,3,"Goebel, A.",Required Material,Beak of the Finch Edition: N/A,Weiner,9780679733379,1994,"Penguin Random House, Inc"
Closed,30,-1,15,82510,"=""PCB 3703C""",Human Physiology,4,"Lee, K.",Required Material,Human Physiology Edition: 9th,Sherwood,9781285866932,2015,Cengage Learning
Closed,30,0,15,80996,"=""PCB 3703C""",Human Physiology,4,"Rosenthal, M.",Required Material,Intro to Human Body Edition: 10th,Tortora,9781118583180,2015,"John Wiley & Sons, Incorporated"
On Campus,30,1,15,80997,"=""PCB 3703C""",Human Physiology,4,"Lee, K.",Required Material,Human Physiology Edition: 9th,Sherwood,9781285866932,2015,Cengage Learning
Closed,30,0,15,80999,"=""PCB 4233C""",Immunology,3,"Mujtaba, M.",Required Material,Immune System Edition: 4th,Parham,9780815344667,2014,"W. W. Norton & Company, Incorporated"
On Campus,30,2,15,80998,"=""PCB 4233C""",Immunology,3,"Renk, C.",Required Material,Immune System Edition: 4th,Parham,9780815344667,2014,"W. W. Norton & Company, Incorporated"
On Campus,28,9,10,81232,"=""PCB 4442C""",Wetland Ecology,3,"Bovard, B.",Required Material,Wetlands Edition: 5th,Mitsch,9781118676820,2015,"John Wiley & Sons, Incorporated"
On Campus,30,10,15,81000,"=""PCB 4522C""",Molecular Genetics,3,"Ueda, T.",Required Material,Lewin's Essential Genes (w/Bind-In Essen Access Code) Edition: 3rd,Krebs,9781449644796,2012,Jones & Bartlett Learning
Closed,37,0,10,83089,"=""PHC 3320""",Environmental Health Science,3,"Gupta, J.",Required Material,Essen of Environmental Health (w/Nav2 Advantage Access) Edition: 3rd,Friis,9781284123975,2019,Jones & Bartlett Learning
Closed,37,0,10,83090,"=""PHC 4069""",Biostatistics in Society,3,"Gupta, J.",Required Material,Essen of Biostatistics in Public (w/Bind-In NAV Access Code) Edition: 3rd,Sullivan,9781284108194,2018,Jones & Bartlett Learning
On Campus,35,17,5,80405,"=""PHH 4051""",Modern Philosophy,3,"Al-Hakim, M.",Required Material,Classics of Western Philosophy Edition: 8th,Cahn,9781603847438,2012,"Hackett Publishing Company, Incorporated"
Distance Learning,35,2,5,83565,"=""PHI 1010""",Introduction to Philosophy,3,"Manno, C.",Required Material,Republic (Trans Lee)(Intro Lane) Edition: N/A,Plato,9780140455113,2007,Penguin (c/o RH)
On Campus,180,2,0,80461,"=""PHI 1010""",Introduction to Philosophy,3,"Al-Hakim, M.",Required Material,Intro to Philosophy Edition: 8th,Perry,9780190698720,2018,Oxford University Press
Closed,35,0,5,80466,"=""PHI 1010""",Introduction to Philosophy,3,"Alfarone, C.",Required Material,Philosophy: Txt with Rdgs (w/out Access) Edition: 12th,Velasquez,9781133612100,2014,Cengage Learning
Closed,35,0,5,80464,"=""PHI 1010""",Introduction to Philosophy,3,"Alfarone, C.",Required Material,Philosophy: Txt with Rdgs (w/out Access) Edition: 12th,Velasquez,9781133612100,2014,Cengage Learning
Distance Learning,35,1,5,80462,"=""PHI 1010""",Introduction to Philosophy,3,"Manno, C.",Required Material,Republic (Trans Lee)(Intro Lane) Edition: N/A,Plato,9780140455113,2007,Penguin (c/o RH)
Closed,25,0,0,80468,"=""PHI 2000""",The History of Ideas,3,"Hentrup, M.",Required Material,Five Dialogues Edition: 2nd,Plato,9780872206335,2002,"Hackett Publishing Company, Incorporated"
Closed,25,0,0,80468,"=""PHI 2000""",The History of Ideas,3,"Hentrup, M.",Required Material,"Meditations, Objections & Replies Edition: N/A",Descartes,9780872207981,2006,"Hackett Publishing Company, Incorporated"
Closed,25,0,0,80468,"=""PHI 2000""",The History of Ideas,3,"Hentrup, M.",Required Material,Selections from Major Writings etc Edition: N/A,Empiricus,9780872200067,1985,"Hackett Publishing Company, Incorporated"
Closed,25,0,5,80447,"=""PHI 2000""",The History of Ideas,3,"Alfarone, C.",Required Material,Archetypes of Wisdom Edition: 9th,Soccio,9781285874319,2015,Cengage Learning
Closed,25,0,0,80446,"=""PHI 2000""",The History of Ideas,3,"Hentrup, M.",Required Material,Five Dialogues Edition: 2nd,Plato,9780872206335,2002,"Hackett Publishing Company, Incorporated"
Closed,25,0,0,80446,"=""PHI 2000""",The History of Ideas,3,"Hentrup, M.",Required Material,"Meditations, Objections & Replies Edition: N/A",Descartes,9780872207981,2006,"Hackett Publishing Company, Incorporated"
Closed,25,0,0,80446,"=""PHI 2000""",The History of Ideas,3,"Hentrup, M.",Required Material,Selections from Major Writings etc Edition: N/A,Empiricus,9780872200067,1985,"Hackett Publishing Company, Incorporated"
Closed,25,0,5,82195,"=""PHI 2000""",The History of Ideas,3,"Cooney, W.",Required Material,Wild Longing of the Human Heart Edition: N/A,Cooney,9780761866954,2015,"Rowman & Littlefield Publishing Group, Incorporated"
Closed,25,0,5,82195,"=""PHI 2000""",The History of Ideas,3,"Cooney, W.",Required Material,Ideas Edition: N/A,Watson,9780066210643,2005,HarperCollins Publishers
Closed,35,0,5,80459,"=""PHI 2016""",Philosophy through Film,3,"Cooney, W.",Required Material,Quest for Meaning Edition: N/A,Cooney,9780761815266,2000,"University Press of America, Incorporated"
Closed,35,0,5,83566,"=""PHI 2103""",Critical Thinking,3,"Manno, C.",Required Material,Concise Intro to Logic Edition: 13th,Hurley,9781305958098,2018,Cengage Learning
On Campus,35,9,5,80422,"=""PHI 3130""",Logic,3,"Whitehouse, G.",Required Material,Logic (Concise Version w/Dashboard) Edition: 3rd,Baronett,9780190496999,,Oxford University Press
On Campus,35,2,5,80440,"=""PHI 3130""",Logic,3,"Al-Hakim, M.",Required Material,Logic Edition: 3rd,Baronett,9780199383405,2016,Oxford University Press
Distance Learning,40,1,5,80472,"=""PHI 3223""",Philosophy Human Communication,3,"Fassbender, T.",Required Material,On Bullshit Edition: N/A,Frankfurt,9780691122946,2005,Princeton Univ Press c/o Perseus
Distance Learning,40,1,5,80472,"=""PHI 3223""",Philosophy Human Communication,3,"Fassbender, T.",Required Material,On Truth Edition: N/A,Frankfurt,9780307264220,2006,Knopf Publishing Group
On Campus,35,6,0,83211,"=""PHI 3930""",ST: God and Modernity,3,"Whitehouse, G.",Required Material,Future of an Illusion Edition: N/A,Freud,9780393008319,1989,"W. W. Norton & Company, Incorporated"
On Campus,35,6,0,83211,"=""PHI 3930""",ST: God and Modernity,3,"Whitehouse, G.",Required Material,Basic Philosophical Writings Edition: N/A,Levinas,9780253210791,2008,Indiana University Press
On Campus,35,6,0,83211,"=""PHI 3930""",ST: God and Modernity,3,"Whitehouse, G.",Required Material,I & Thou Edition: N/A,Buber,9780684717258,1970,Simon & Schuster
On Campus,35,6,0,83211,"=""PHI 3930""",ST: God and Modernity,3,"Whitehouse, G.",Required Material,Dynamics of Faith (Perennial Classics Ed) Edition: N/A,Tillich,9780060937133,2001,HarperCollins Publishers
On Campus,35,1,0,83210,"=""PHM 3101""",Philosophies of Liberation,3,"Hentrup, M.",Required Material,Marx-Engels Reader Edition: 2nd,Tucker,9780393090406,1978,"W. W. Norton & Company, Incorporated"
Closed,40,-1,5,80385,"=""PHP 3786""",Existentialism,3,"Aho, K.",Required Material,Existentialism: Basic Writings Edition: N/A,Guignon,9780872205956,2001,"Hackett Publishing Company, Incorporated"
Closed,40,-1,5,80385,"=""PHP 3786""",Existentialism,3,"Aho, K.",Required Material,Existentialism Edition: N/A,Aho,9780745651422,2014,Polity Press
On Campus,35,19,0,83212,"=""PHP 4930""",Major Figures in Philosophy,3,"Culbertson, C.",Required Material,Truth and Method Edition: 1st,Gadamer,9781780936581,2013,Bloomsbury Academic
On Campus,35,19,0,83212,"=""PHP 4930""",Major Figures in Philosophy,3,"Culbertson, C.",Required Material,Truth & Method Edition: N/A,Gadamer,9781780936246,2013,Bloomsbury Academic
On Campus,35,19,0,83212,"=""PHP 4930""",Major Figures in Philosophy,3,"Culbertson, C.",Unclassified Material,Truth & Method (Revised) Edition: 2nd,Gadamer,9780826476975,2004,Continuum International Pub Grp
Closed,19,0,0,81739,"=""PHT 3176""",Movement Science I,6,"Hogg, R.",Required Material,Textbook of Medical Physiology (w/Bind-in Access Code) Edition: 12th,Guyton,9781416045748,2011,W. B. Saunders Company
Closed,19,0,0,81739,"=""PHT 3176""",Movement Science I,6,"Hogg, R.",Required Material,Exercise Physiology (w/BindIn Access) Edition: 8th,McArdle,9781451191554,2015,Lippincott Williams & Wilkins
Closed,19,0,0,81739,"=""PHT 3176""",Movement Science I,6,"Hogg, R.",Required Material,Human Anatomy & Physiology (TEXT ONLY) Edition: 10th,Marieb,9780321927040,2016,Pearson
Closed,19,0,0,81739,"=""PHT 3176""",Movement Science I,6,"Hogg, R.",Required Material,Diseases of Human Body (w/Bind-in Access Code) Edition: 6th,Tamparo,9780803644519,2016,F. A. Davis Company
Closed,60,-1,0,81760,"=""PHT 3176""",Movement Science I,6,"Hogg, R.",Required Material,Textbook of Medical Physiology (w/Bind-in Access Code) Edition: 12th,Guyton,9781416045748,2011,W. B. Saunders Company
Closed,60,-1,0,81760,"=""PHT 3176""",Movement Science I,6,"Hogg, R.",Required Material,Exercise Physiology (w/BindIn Access) Edition: 8th,McArdle,9781451191554,2015,Lippincott Williams & Wilkins
Closed,60,-1,0,81760,"=""PHT 3176""",Movement Science I,6,"Hogg, R.",Required Material,Human Anatomy & Physiology (TEXT ONLY) Edition: 10th,Marieb,9780321927040,2016,Pearson
Closed,60,-1,0,81760,"=""PHT 3176""",Movement Science I,6,"Hogg, R.",Required Material,Diseases of Human Body (w/Bind-in Access Code) Edition: 6th,Tamparo,9780803644519,2016,F. A. Davis Company
Closed,26,0,0,83615,"=""PHT 3176L""",Movement Science I Laboratory,2,"Black, S.",Required Material,Trail Guide to the Body Edition: 5th,Biel,9780982978658,2015,Pearson
Closed,26,0,0,83615,"=""PHT 3176L""",Movement Science I Laboratory,2,"Black, S.",Required Material,Atlas of Anatomy (w/Bind-In Access Code) Edition: 3rd,Gilroy,9781626232525,2016,"Thieme Medical Publishers, Incorporated"
Closed,28,0,0,81763,"=""PHT 3176L""",Movement Science I Laboratory,2,"Bochette, B.",Required Material,Trail Guide to the Body Edition: 5th,Biel,9780982978658,2015,Pearson
Closed,28,0,0,81763,"=""PHT 3176L""",Movement Science I Laboratory,2,"Bochette, B.",Required Material,Atlas of Anatomy (w/Bind-In Access Code) Edition: 3rd,Gilroy,9781626232525,2016,"Thieme Medical Publishers, Incorporated"
Closed,6,-1,0,83029,"=""PHT 3176L""",Movement Science I Laboratory,2,"Black, S.",Required Material,Trail Guide to the Body Edition: 5th,Biel,9780982978658,2015,Pearson
Closed,6,-1,0,83029,"=""PHT 3176L""",Movement Science I Laboratory,2,"Black, S.",Required Material,Atlas of Anatomy (w/Bind-In Access Code) Edition: 3rd,Gilroy,9781626232525,2016,"Thieme Medical Publishers, Incorporated"
Closed,19,0,0,81740,"=""PHT 3176L""",Movement Science I Laboratory,2,"Black, S.",Required Material,Trail Guide to the Body Edition: 5th,Biel,9780982978658,2015,Pearson
Closed,19,0,0,81740,"=""PHT 3176L""",Movement Science I Laboratory,2,"Black, S.",Required Material,Atlas of Anatomy (w/Bind-In Access Code) Edition: 3rd,Gilroy,9781626232525,2016,"Thieme Medical Publishers, Incorporated"
